Source,Target,Type,Id,Label,timeset,Weight
332800,211260,Directed,66820,,,0.10314
332800,105600,Directed,66821,,,0.219257
332800,250520,Directed,66822,,,0.025307
332800,458710,Directed,66823,,,0.174091
332800,518790,Directed,66824,,,0.058836
332800,418370,Directed,66825,,,0.098836
332800,431240,Directed,66826,,,0.187411
332800,283040,Directed,66827,,,0.184126
332800,22490,Directed,66828,,,0.16623
332800,256370,Directed,66829,,,0.067541
332800,220,Directed,66830,,,0.124969
332800,368500,Directed,66831,,,0.10823
332800,99910,Directed,66832,,,0.105923
332800,314340,Directed,66833,,,0.069829
332800,384680,Directed,66834,,,0.162797
332800,65800,Directed,66835,,,0.091313
332800,550650,Directed,66836,,,0.055463
332800,271590,Directed,66837,,,0.108327
332800,251430,Directed,66838,,,0.022308
332800,335620,Directed,66839,,,0.051216
332800,834910,Directed,66840,,,0.055167
332800,610310,Directed,66841,,,0.025635
332800,3900,Directed,66842,,,0.088032
332800,528110,Directed,66843,,,0.141357
332800,530620,Directed,66844,,,0.03817
332800,400630,Directed,66845,,,0.154433
332800,299500,Directed,66846,,,0.160088
332800,485510,Directed,66847,,,0.112955
332800,340,Directed,66848,,,0.200946
332800,277430,Directed,66849,,,0.107858
332800,405500,Directed,66850,,,0.213211
332800,312280,Directed,66851,,,0.149033
332800,819630,Directed,66852,,,0.177611
332800,906870,Directed,66853,,,0.02333
332800,254700,Directed,66854,,,0.145069
332800,225320,Directed,66855,,,0.134353
332800,1089350,Directed,66856,,,0.174451
332800,320,Directed,66857,,,0.031986
332800,414340,Directed,66858,,,0.077325
332800,319510,Directed,66859,,,0.108012
332800,8140,Directed,66860,,,0.118937
332800,466270,Directed,66861,,,0.143406
332800,255520,Directed,66862,,,0.123411
332800,744900,Directed,66863,,,0.100573
332800,814380,Directed,66864,,,0.13624
332800,381590,Directed,66865,,,0.187548
332800,33930,Directed,66866,,,0.107972
332800,388090,Directed,66867,,,0.019168
332800,40390,Directed,66868,,,0.050542
332800,838390,Directed,66869,,,0.133949
332800,3590,Directed,66870,,,0.15049
332800,602960,Directed,66871,,,0.130553
332800,647960,Directed,66872,,,0.158727
332800,438740,Directed,66873,,,0.044424
332800,48190,Directed,66874,,,0.13141
332800,670290,Directed,66875,,,0.164486
332800,311560,Directed,66876,,,0.144917
332800,587650,Directed,66877,,,0.105966
332800,365020,Directed,66878,,,0.068594
332800,55140,Directed,66879,,,0.086957
332800,890970,Directed,66880,,,0.313197
332800,12170,Directed,66881,,,0.144684
332800,20920,Directed,66882,,,0.06008
332800,668840,Directed,66883,,,0.125916
332800,1057720,Directed,66884,,,0.187219
332800,227940,Directed,66885,,,0.133131
332800,225020,Directed,66886,,,0.110109
332800,951740,Directed,66887,,,0.173638
332800,883710,Directed,66888,,,0.147407
332800,400800,Directed,66889,,,0.172833
332800,582160,Directed,66890,,,0.159647
332800,296200,Directed,66891,,,0.131034
332800,452570,Directed,66892,,,0.059017
332800,517630,Directed,66893,,,0.178428
332800,354200,Directed,66894,,,0.075447
332800,967050,Directed,66895,,,0.16878
332800,460950,Directed,66896,,,0.165458
332800,243450,Directed,66897,,,0.136362
332800,240,Directed,66898,,,0.172454
332800,819080,Directed,66899,,,0.21882
332800,362830,Directed,66900,,,0.140413
332800,378540,Directed,66901,,,0.146017
332800,663370,Directed,66902,,,0.217996
332800,513710,Directed,66903,,,0.062623
332800,812440,Directed,66904,,,0.121653
332800,336150,Directed,66905,,,0.203904
332800,228300,Directed,66906,,,0.080721
332800,359550,Directed,66907,,,0.020177
332800,359220,Directed,66908,,,0.116669
332800,661790,Directed,66909,,,0.090554
332800,225000,Directed,66910,,,0.098565
332800,463350,Directed,66911,,,0.071449
332800,12100,Directed,66912,,,0.160993
332800,958260,Directed,66913,,,0.066618
332800,209100,Directed,66914,,,0.100896
332800,401680,Directed,66915,,,0.037205
332800,203160,Directed,66916,,,0.069598
332800,711540,Directed,66917,,,0.176413
332800,50,Directed,66918,,,0.090201
332800,70620,Directed,66919,,,0.212817
332800,280,Directed,66920,,,0.143321
332800,552500,Directed,66921,,,0.08556
332800,594650,Directed,66922,,,0.111157
332800,535700,Directed,66923,,,0.229566
332800,222480,Directed,66924,,,0.190219
332800,831250,Directed,66925,,,0.18774
332800,7520,Directed,66926,,,0.086557
332800,272890,Directed,66927,,,0.12983
332800,880470,Directed,66928,,,0.081857
332800,224960,Directed,66929,,,0.062946
332800,643590,Directed,66930,,,0.140349
332800,865090,Directed,66931,,,0.121475
332800,346470,Directed,66932,,,0.220504
332800,91700,Directed,66933,,,0.0843
332800,360430,Directed,66934,,,0.105693
332800,502720,Directed,66935,,,0.065644
332800,417750,Directed,66936,,,0.65287
332800,961440,Directed,66937,,,0.140458
332800,385760,Directed,66938,,,0.210892
332800,858210,Directed,66939,,,0.135484
332800,304240,Directed,66940,,,0.058519
