Id,Label,timeset,modularity_class
332800,332800,,7
211260,211260,,7
105600,105600,,9
250520,250520,,7
458710,458710,,9
518790,518790,,7
418370,418370,,1
431240,431240,,9
283040,283040,,9
22490,22490,,3
256370,256370,,7
220,220,,5
368500,368500,,8
99910,99910,,1
314340,314340,,7
384680,384680,,9
65800,65800,,9
550650,550650,,8
271590,271590,,9
251430,251430,,7
335620,335620,,1
834910,834910,,7
610310,610310,,7
3900,3900,,8
528110,528110,,9
530620,530620,,8
400630,400630,,1
299500,299500,,9
485510,485510,,8
340,340,,9
277430,277430,,5
405500,405500,,5
312280,312280,,9
819630,819630,,9
906870,906870,,8
254700,254700,,8
225320,225320,,7
1089350,1089350,,3
320,320,,7
414340,414340,,13
319510,319510,,8
8140,8140,,7
466270,466270,,5
255520,255520,,9
744900,744900,,7
814380,814380,,1
381590,381590,,5
33930,33930,,1
388090,388090,,8
40390,40390,,7
838390,838390,,8
3590,3590,,9
602960,602960,,5
647960,647960,,9
438740,438740,,8
48190,48190,,1
670290,670290,,5
311560,311560,,0
587650,587650,,3
365020,365020,,7
55140,55140,,1
890970,890970,,2
12170,12170,,9
20920,20920,,7
668840,668840,,3
1057720,1057720,,9
227940,227940,,3
225020,225020,,7
951740,951740,,5
883710,883710,,7
400800,400800,,5
582160,582160,,9
296200,296200,,5
452570,452570,,7
517630,517630,,8
354200,354200,,8
967050,967050,,3
460950,460950,,9
243450,243450,,1
240,240,,5
819080,819080,,3
362830,362830,,9
378540,378540,,5
663370,663370,,9
513710,513710,,8
812440,812440,,9
336150,336150,,5
228300,228300,,1
359550,359550,,1
359220,359220,,1
661790,661790,,3
225000,225000,,7
463350,463350,,8
12100,12100,,7
958260,958260,,7
209100,209100,,1
401680,401680,,7
203160,203160,,7
711540,711540,,5
50,50,,1
70620,70620,,9
280,280,,3
552500,552500,,7
594650,594650,,3
535700,535700,,9
222480,222480,,5
831250,831250,,5
7520,7520,,1
272890,272890,,5
880470,880470,,1
224960,224960,,7
643590,643590,,7
865090,865090,,5
346470,346470,,9
91700,91700,,1
360430,360430,,8
502720,502720,,1
417750,417750,,4
961440,961440,,5
385760,385760,,3
858210,858210,,9
304240,304240,,1
434460,434460,,9
8930,8930,,1
388410,388410,,1
32360,32360,,8
462200,462200,,9
719720,719720,,5
588750,588750,,8
70,70,,8
636070,636070,,8
12180,12180,,3
300380,300380,,7
603700,603700,,3
354140,354140,,7
661940,661940,,3
392110,392110,,1
289650,289650,,7
431730,431730,,9
7000,7000,,3
290930,290930,,9
691630,691630,,1
447530,447530,,9
380,380,,7
537630,537630,,9
15100,15100,,8
3910,3910,,3
281990,281990,,9
812140,812140,,5
42700,42700,,7
12120,12120,,3
877180,877180,,9
640820,640820,,9
454140,454140,,5
20900,20900,,5
513650,513650,,3
343780,343780,,8
246420,246420,,5
360,360,,8
496790,496790,,9
1070040,1070040,,9
261980,261980,,1
420,420,,8
514900,514900,,8
8800,8800,,5
779430,779430,,9
291480,291480,,7
404410,404410,,8
626610,626610,,5
1054580,1054580,,5
345660,345660,,8
204530,204530,,7
223470,223470,,6
8000,8000,,7
265300,265300,,8
668430,668430,,9
130,130,,1
393190,393190,,1
394360,394360,,7
296490,296490,,5
730,730,,1
470220,470220,,9
550,550,,9
252330,252330,,7
12110,12110,,7
458830,458830,,5
555440,555440,,7
390030,390030,,1
726590,726590,,3
381210,381210,,7
489940,489940,,1
1096010,1096010,,3
201870,201870,,10
334940,334940,,7
552990,552990,,5
225300,225300,,3
17570,17570,,7
550840,550840,,1
260210,260210,,11
242050,242050,,8
383120,383120,,5
630,630,,9
233410,233410,,1
397900,397900,,9
416000,416000,,9
601430,601430,,7
619930,619930,,5
851940,851940,,9
298630,298630,,9
693960,693960,,9
32460,32460,,8
911400,911400,,8
599460,599460,,5
679990,679990,,1
521580,521580,,3
894940,894940,,9
339610,339610,,9
224980,224980,,7
755500,755500,,3
268870,268870,,7
590950,590950,,9
287290,287290,,8
406970,406970,,7
21690,21690,,12
641080,641080,,3
282800,282800,,5
1072610,1072610,,9
571740,571740,,9
240600,240600,,3
1049660,1049660,,9
10090,10090,,1
221040,221040,,1
339340,339340,,8
277590,277590,,7
487770,487770,,3
331600,331600,,8
774171,774171,,9
10,10,,3
506610,506610,,8
201790,201790,,7
520940,520940,,5
306020,306020,,9
841370,841370,,3
760630,760630,,3
747250,747250,,8
343990,343990,,3
1079420,1079420,,5
948630,948630,,7
718590,718590,,9
33230,33230,,8
362490,362490,,8
208480,208480,,7
218230,218230,,3
596650,596650,,1
4570,4570,,9
356310,356310,,1
663390,663390,,3
286160,286160,,9
802320,802320,,1
