Source,Target,Type,Id,Label,timeset,Weight
246420,12180,Directed,179932,,,0.569553
246420,311560,Directed,179933,,,0.713871
246420,319510,Directed,179934,,,0.714821
246420,691630,Directed,179935,,,0.539169
246420,300380,Directed,179936,,,0.616724
246420,393190,Directed,179937,,,0.983276
246420,32460,Directed,179938,,,0.651235
246420,91700,Directed,179939,,,0.673025
246420,225000,Directed,179940,,,0.616409
246420,204530,Directed,179941,,,0.728978
246420,594650,Directed,179942,,,0.528451
246420,404410,Directed,179943,,,0.651685
246420,392110,Directed,179944,,,0.614717
246420,744900,Directed,179945,,,0.669154
246420,858210,Directed,179946,,,0.615062
246420,225320,Directed,179947,,,0.762021
246420,911400,Directed,179948,,,0.615932
246420,779430,Directed,179949,,,0.713871
246420,961440,Directed,179950,,,0.677794
246420,719720,Directed,179951,,,0.605528
246420,414340,Directed,179952,,,0.556957
246420,12100,Directed,179953,,,0.567743
246420,340,Directed,179954,,,0.615209
246420,640820,Directed,179955,,,0.618284
246420,384680,Directed,179956,,,0.615256
246420,21690,Directed,179957,,,1
246420,277590,Directed,179958,,,0.615101
246420,280,Directed,179959,,,0.844442
246420,40390,Directed,179960,,,0.673085
246420,354140,Directed,179961,,,0.919541
246420,1049660,Directed,179962,,,0.603678
246420,812440,Directed,179963,,,0.644698
246420,1070040,Directed,179964,,,0.603678
246420,668840,Directed,179965,,,0.614634
246420,670290,Directed,179966,,,0.603678
246420,890970,Directed,179967,,,0.545286
246420,362490,Directed,179968,,,0.682397
246420,256370,Directed,179969,,,0.603678
246420,222480,Directed,179970,,,0.616168
246420,223470,Directed,179971,,,0.728698
246420,10090,Directed,179972,,,0.603678
246420,520940,Directed,179973,,,0.603678
246420,224980,Directed,179974,,,0.823909
246420,760630,Directed,179975,,,0.603678
246420,290930,Directed,179976,,,0.603678
246420,306020,Directed,179977,,,0.603678
246420,220,Directed,179978,,,0.603678
246420,3590,Directed,179979,,,0.603678
246420,514900,Directed,179980,,,0.587111
246420,3910,Directed,179981,,,0.497536
246420,502720,Directed,179982,,,0.711314
246420,8140,Directed,179983,,,0.749584
246420,431730,Directed,179984,,,0.603678
246420,747250,Directed,179985,,,0.6544
246420,343780,Directed,179986,,,0.603678
246420,647960,Directed,179987,,,0.603678
246420,406970,Directed,179988,,,0.57139
246420,447530,Directed,179989,,,0.662692
246420,438740,Directed,179990,,,0.691402
246420,227940,Directed,179991,,,0.950595
246420,343990,Directed,179992,,,0.603678
246420,261980,Directed,179993,,,0.603678
246420,590950,Directed,179994,,,0.603678
246420,1054580,Directed,179995,,,0.603678
246420,289650,Directed,179996,,,0.603678
