Id,Label,timeset,modularity_class
332800,332800,,10
211260,211260,,13
105600,105600,,18
250520,250520,,0
458710,458710,,11
518790,518790,,13
418370,418370,,13
431240,431240,,0
283040,283040,,11
22490,22490,,13
256370,256370,,18
220,220,,13
368500,368500,,1
99910,99910,,13
314340,314340,,0
384680,384680,,1
65800,65800,,11
550650,550650,,11
271590,271590,,11
251430,251430,,13
335620,335620,,1
834910,834910,,16
610310,610310,,11
3900,3900,,13
528110,528110,,13
530620,530620,,16
400630,400630,,11
299500,299500,,10
485510,485510,,13
340,340,,2
277430,277430,,18
405500,405500,,0
312280,312280,,10
819630,819630,,13
906870,906870,,13
254700,254700,,10
225320,225320,,0
1089350,1089350,,13
320,320,,1
414340,414340,,13
319510,319510,,11
8140,8140,,18
466270,466270,,16
255520,255520,,13
744900,744900,,13
814380,814380,,13
381590,381590,,13
33930,33930,,0
388090,388090,,4
40390,40390,,18
838390,838390,,13
3590,3590,,10
602960,602960,,13
647960,647960,,13
438740,438740,,16
48190,48190,,1
670290,670290,,10
311560,311560,,18
587650,587650,,0
365020,365020,,11
55140,55140,,13
890970,890970,,0
12170,12170,,13
20920,20920,,3
668840,668840,,13
1057720,1057720,,13
227940,227940,,13
225020,225020,,18
951740,951740,,1
883710,883710,,13
400800,400800,,13
582160,582160,,10
296200,296200,,10
452570,452570,,18
517630,517630,,13
354200,354200,,13
967050,967050,,13
460950,460950,,1
243450,243450,,0
240,240,,13
819080,819080,,11
362830,362830,,10
378540,378540,,0
663370,663370,,13
513710,513710,,13
812440,812440,,13
336150,336150,,10
228300,228300,,13
359550,359550,,1
359220,359220,,11
661790,661790,,4
225000,225000,,5
463350,463350,,10
12100,12100,,13
958260,958260,,16
209100,209100,,13
401680,401680,,10
203160,203160,,6
711540,711540,,18
50,50,,7
70620,70620,,11
280,280,,16
552500,552500,,1
594650,594650,,13
535700,535700,,10
222480,222480,,1
831250,831250,,16
7520,7520,,18
272890,272890,,13
880470,880470,,13
224960,224960,,1
643590,643590,,10
865090,865090,,16
346470,346470,,11
91700,91700,,0
360430,360430,,1
502720,502720,,1
417750,417750,,8
961440,961440,,9
385760,385760,,13
858210,858210,,10
304240,304240,,0
434460,434460,,11
8930,8930,,1
388410,388410,,10
32360,32360,,16
462200,462200,,13
719720,719720,,16
588750,588750,,13
70,70,,10
636070,636070,,13
12180,12180,,0
300380,300380,,1
603700,603700,,12
354140,354140,,18
661940,661940,,13
392110,392110,,10
289650,289650,,0
431730,431730,,10
7000,7000,,13
290930,290930,,10
691630,691630,,10
447530,447530,,0
380,380,,13
537630,537630,,18
15100,15100,,13
3910,3910,,13
281990,281990,,10
812140,812140,,13
42700,42700,,0
12120,12120,,16
877180,877180,,10
640820,640820,,10
454140,454140,,13
20900,20900,,13
513650,513650,,13
343780,343780,,10
246420,246420,,10
360,360,,13
496790,496790,,16
1070040,1070040,,0
261980,261980,,16
420,420,,11
514900,514900,,0
8800,8800,,18
779430,779430,,10
291480,291480,,14
404410,404410,,0
626610,626610,,18
1054580,1054580,,16
345660,345660,,16
204530,204530,,1
223470,223470,,13
8000,8000,,18
265300,265300,,0
668430,668430,,16
130,130,,15
393190,393190,,13
394360,394360,,13
296490,296490,,13
730,730,,1
470220,470220,,10
550,550,,16
252330,252330,,1
12110,12110,,16
458830,458830,,16
555440,555440,,13
390030,390030,,13
726590,726590,,13
381210,381210,,13
489940,489940,,1
1096010,1096010,,10
201870,201870,,0
334940,334940,,16
552990,552990,,0
225300,225300,,13
17570,17570,,1
550840,550840,,18
260210,260210,,18
242050,242050,,1
383120,383120,,18
630,630,,18
233410,233410,,1
397900,397900,,18
416000,416000,,11
601430,601430,,13
619930,619930,,16
851940,851940,,16
298630,298630,,0
693960,693960,,18
32460,32460,,18
911400,911400,,1
599460,599460,,10
679990,679990,,11
521580,521580,,16
894940,894940,,16
339610,339610,,11
224980,224980,,17
755500,755500,,0
268870,268870,,10
590950,590950,,16
287290,287290,,10
406970,406970,,0
21690,21690,,16
641080,641080,,0
282800,282800,,16
1072610,1072610,,13
571740,571740,,1
240600,240600,,13
1049660,1049660,,18
10090,10090,,1
221040,221040,,11
339340,339340,,13
277590,277590,,13
487770,487770,,1
331600,331600,,0
774171,774171,,1
10,10,,13
506610,506610,,10
201790,201790,,19
520940,520940,,13
306020,306020,,11
841370,841370,,13
760630,760630,,13
747250,747250,,1
343990,343990,,13
1079420,1079420,,0
948630,948630,,10
718590,718590,,0
33230,33230,,13
362490,362490,,0
208480,208480,,18
218230,218230,,18
596650,596650,,10
4570,4570,,18
356310,356310,,10
663390,663390,,16
286160,286160,,16
802320,802320,,0
