Id,Label,timeset,modularity_class
332800,332800,,6
211260,211260,,0
105600,105600,,1
250520,250520,,6
458710,458710,,2
518790,518790,,61
418370,418370,,21
431240,431240,,13
283040,283040,,6
22490,22490,,49
256370,256370,,6
220,220,,13
368500,368500,,6
99910,99910,,3
314340,314340,,6
384680,384680,,61
65800,65800,,4
550650,550650,,61
271590,271590,,5
251430,251430,,6
335620,335620,,61
834910,834910,,7
610310,610310,,8
3900,3900,,9
528110,528110,,10
530620,530620,,61
400630,400630,,11
299500,299500,,13
485510,485510,,49
340,340,,13
277430,277430,,6
405500,405500,,12
312280,312280,,13
819630,819630,,14
906870,906870,,15
254700,254700,,21
225320,225320,,13
1089350,1089350,,49
320,320,,61
414340,414340,,21
319510,319510,,49
8140,8140,,13
466270,466270,,16
255520,255520,,21
744900,744900,,49
814380,814380,,49
381590,381590,,17
33930,33930,,18
388090,388090,,6
40390,40390,,6
838390,838390,,21
3590,3590,,13
602960,602960,,6
647960,647960,,19
438740,438740,,6
48190,48190,,61
670290,670290,,13
311560,311560,,29
587650,587650,,21
365020,365020,,61
55140,55140,,49
890970,890970,,67
12170,12170,,20
20920,20920,,6
668840,668840,,21
1057720,1057720,,21
227940,227940,,21
225020,225020,,13
951740,951740,,13
883710,883710,,6
400800,400800,,22
582160,582160,,61
296200,296200,,13
452570,452570,,23
517630,517630,,49
354200,354200,,24
967050,967050,,49
460950,460950,,25
243450,243450,,49
240,240,,26
819080,819080,,27
362830,362830,,28
378540,378540,,29
663370,663370,,30
513710,513710,,31
812440,812440,,21
336150,336150,,13
228300,228300,,21
359550,359550,,61
359220,359220,,32
661790,661790,,21
225000,225000,,13
463350,463350,,6
12100,12100,,50
958260,958260,,33
209100,209100,,61
401680,401680,,61
203160,203160,,49
711540,711540,,34
50,50,,60
70620,70620,,35
280,280,,36
552500,552500,,61
594650,594650,,49
535700,535700,,37
222480,222480,,61
831250,831250,,13
7520,7520,,6
272890,272890,,38
880470,880470,,61
224960,224960,,61
643590,643590,,13
865090,865090,,39
346470,346470,,40
91700,91700,,21
360430,360430,,41
502720,502720,,61
417750,417750,,40
961440,961440,,6
385760,385760,,49
858210,858210,,21
304240,304240,,21
434460,434460,,61
8930,8930,,42
388410,388410,,6
32360,32360,,43
462200,462200,,21
719720,719720,,44
588750,588750,,21
70,70,,45
636070,636070,,61
12180,12180,,46
300380,300380,,61
603700,603700,,49
354140,354140,,6
661940,661940,,47
392110,392110,,21
289650,289650,,13
431730,431730,,13
7000,7000,,49
290930,290930,,61
691630,691630,,49
447530,447530,,13
380,380,,48
537630,537630,,61
15100,15100,,49
3910,3910,,49
281990,281990,,21
812140,812140,,49
42700,42700,,21
12120,12120,,50
877180,877180,,51
640820,640820,,6
454140,454140,,52
20900,20900,,49
513650,513650,,53
343780,343780,,61
246420,246420,,2
360,360,,21
496790,496790,,54
1070040,1070040,,13
261980,261980,,55
420,420,,61
514900,514900,,49
8800,8800,,56
779430,779430,,13
291480,291480,,61
404410,404410,,61
626610,626610,,57
1054580,1054580,,13
345660,345660,,58
204530,204530,,6
223470,223470,,61
8000,8000,,13
265300,265300,,49
668430,668430,,59
130,130,,60
393190,393190,,21
394360,394360,,6
296490,296490,,61
730,730,,49
470220,470220,,13
550,550,,21
252330,252330,,61
12110,12110,,62
458830,458830,,63
555440,555440,,49
390030,390030,,61
726590,726590,,49
381210,381210,,6
489940,489940,,64
1096010,1096010,,65
201870,201870,,49
334940,334940,,66
552990,552990,,67
225300,225300,,49
17570,17570,,68
550840,550840,,6
260210,260210,,6
242050,242050,,61
383120,383120,,69
630,630,,61
233410,233410,,21
397900,397900,,70
416000,416000,,61
601430,601430,,6
619930,619930,,71
851940,851940,,72
298630,298630,,13
693960,693960,,73
32460,32460,,74
911400,911400,,49
599460,599460,,75
679990,679990,,21
521580,521580,,76
894940,894940,,77
339610,339610,,13
224980,224980,,13
755500,755500,,78
268870,268870,,61
590950,590950,,61
287290,287290,,61
406970,406970,,61
21690,21690,,21
641080,641080,,79
282800,282800,,6
1072610,1072610,,80
571740,571740,,81
240600,240600,,49
1049660,1049660,,82
10090,10090,,83
221040,221040,,61
339340,339340,,21
277590,277590,,13
487770,487770,,13
331600,331600,,84
774171,774171,,85
10,10,,49
506610,506610,,86
201790,201790,,6
520940,520940,,6
306020,306020,,87
841370,841370,,49
760630,760630,,13
747250,747250,,88
343990,343990,,13
1079420,1079420,,6
948630,948630,,13
718590,718590,,61
33230,33230,,49
362490,362490,,21
208480,208480,,13
218230,218230,,49
596650,596650,,6
4570,4570,,6
356310,356310,,89
663390,663390,,90
286160,286160,,91
802320,802320,,92
