Source,Target,Type,Id,Label,timeset,Weight
246420,12180,Directed,66690,,,0.761668
246420,311560,Directed,66691,,,0.086075
246420,319510,Directed,66692,,,0.203398
246420,691630,Directed,66693,,,0.081215
246420,300380,Directed,66694,,,0.043939
246420,393190,Directed,66695,,,0.265938
246420,32460,Directed,66696,,,0.123848
246420,91700,Directed,66697,,,0.203397
246420,225000,Directed,66698,,,0.189908
246420,204530,Directed,66699,,,0.125286
246420,594650,Directed,66700,,,0.243177
246420,404410,Directed,66701,,,0.08418
246420,392110,Directed,66702,,,0.006059
246420,744900,Directed,66703,,,0.122478
246420,858210,Directed,66704,,,0.006059
246420,225320,Directed,66705,,,0.12714
246420,911400,Directed,66706,,,0.006059
246420,779430,Directed,66707,,,0.125231
246420,961440,Directed,66708,,,0.125115
246420,719720,Directed,66709,,,0.071118
246420,414340,Directed,66710,,,0.243173
246420,12100,Directed,66711,,,0.004207
246420,340,Directed,66712,,,0.006059
246420,640820,Directed,66713,,,0.051532
246420,384680,Directed,66714,,,0.006059
246420,21690,Directed,66715,,,0.58997
246420,277590,Directed,66716,,,0.006059
246420,280,Directed,66717,,,0.2646
246420,40390,Directed,66718,,,0.004462
246420,354140,Directed,66719,,,0.264872
246420,1049660,Directed,66720,,,0.006059
246420,812440,Directed,66721,,,0.181835
246420,1070040,Directed,66722,,,0.006059
246420,668840,Directed,66723,,,0.12203
246420,670290,Directed,66724,,,0.006059
246420,890970,Directed,66725,,,0.243177
246420,362490,Directed,66726,,,0.181834
246420,256370,Directed,66727,,,0.006059
246420,222480,Directed,66728,,,0.004249
246420,223470,Directed,66729,,,0.2034
246420,10090,Directed,66730,,,0.006059
246420,520940,Directed,66731,,,0.006059
246420,224980,Directed,66732,,,0.26443
246420,760630,Directed,66733,,,0.006059
246420,290930,Directed,66734,,,0.006059
246420,306020,Directed,66735,,,0.006059
246420,220,Directed,66736,,,0.006059
246420,3590,Directed,66737,,,0.006059
246420,514900,Directed,66738,,,0.203389
246420,3910,Directed,66739,,,0.243173
246420,502720,Directed,66740,,,0.124999
246420,8140,Directed,66741,,,0.12626
246420,431730,Directed,66742,,,0.006059
246420,747250,Directed,66743,,,0.058632
246420,343780,Directed,66744,,,0.006059
246420,647960,Directed,66745,,,0.006059
246420,406970,Directed,66746,,,0.0803
246420,447530,Directed,66747,,,0.181832
246420,438740,Directed,66748,,,0.12511
246420,227940,Directed,66749,,,0.264756
246420,343990,Directed,66750,,,0.006059
246420,261980,Directed,66751,,,0.006059
246420,590950,Directed,66752,,,0.006059
246420,1054580,Directed,66753,,,0.006059
246420,289650,Directed,66754,,,0.006059
246420,312280,Directed,66755,,,0.006059
246420,528110,Directed,66756,,,0.125235
246420,130,Directed,66757,,,0.006059
246420,661940,Directed,66758,,,0.006059
246420,385760,Directed,66759,,,0.122691
246420,339610,Directed,66760,,,0.122418
246420,603700,Directed,66761,,,0.126575
246420,7520,Directed,66762,,,0.080579
246420,12170,Directed,66763,,,0.080348
246420,663390,Directed,66764,,,0.006059
246420,730,Directed,66765,,,0.004941
246420,518790,Directed,66766,,,0.006059
246420,388410,Directed,66767,,,0.243173
246420,462200,Directed,66768,,,0.125046
246420,211260,Directed,66769,,,0.080767
246420,487770,Directed,66770,,,0.264648
246420,454140,Directed,66771,,,0.006059
246420,271590,Directed,66772,,,0.004368
246420,841370,Directed,66773,,,0.006059
246420,4570,Directed,66774,,,0.12652
246420,359220,Directed,66775,,,0.006059
246420,602960,Directed,66776,,,0.122243
246420,948630,Directed,66777,,,0.006059
246420,10,Directed,66778,,,0.264279
246420,1057720,Directed,66779,,,0.125069
246420,418370,Directed,66780,,,0.003937
246420,208480,Directed,66781,,,0.006059
246420,555440,Directed,66782,,,0.243173
246420,240,Directed,66783,,,0.006059
246420,397900,Directed,66784,,,0.006059
246420,470220,Directed,66785,,,0.2648
246420,1096010,Directed,66786,,,0.006059
246420,400630,Directed,66787,,,0.006059
246420,252330,Directed,66788,,,0.006059
246420,601430,Directed,66789,,,0.006059
246420,299500,Directed,66790,,,0.203393
246420,368500,Directed,66791,,,0.08109
246420,3900,Directed,66792,,,0.286563
246420,865090,Directed,66793,,,0.006059
246420,394360,Directed,66794,,,0.125436
246420,12110,Directed,66795,,,0.264632
246420,458710,Directed,66796,,,0.006059
246420,416000,Directed,66797,,,0.006059
246420,390030,Directed,66798,,,0.006059
246420,42700,Directed,66799,,,0.08189
246420,420,Directed,66800,,,0.006059
246420,588750,Directed,66801,,,0.123042
246420,535700,Directed,66802,,,0.124962
246420,8930,Directed,66803,,,0.006059
246420,417750,Directed,66804,,,0.203392
246420,967050,Directed,66805,,,0.264791
246420,958260,Directed,66806,,,0.006059
246420,537630,Directed,66807,,,0.006059
246420,405500,Directed,66808,,,0.006059
246420,641080,Directed,66809,,,0.006059
246420,70620,Directed,66810,,,0.006059
246420,401680,Directed,66811,,,0.12629
246420,50,Directed,66812,,,0.004267
246420,296490,Directed,66813,,,0.086046
246420,360430,Directed,66814,,,0.006059
246420,360,Directed,66815,,,0.082089
246420,359550,Directed,66816,,,0.006059
246420,243450,Directed,66817,,,0.126253
246420,331600,Directed,66818,,,0.125009
246420,458830,Directed,66819,,,0.006059
246420,596650,Directed,66820,,,0.004182
246420,400800,Directed,66821,,,0.203397
246420,15100,Directed,66822,,,0.006059
246420,831250,Directed,66823,,,0.122446
246420,224960,Directed,66824,,,0.125179
246420,381210,Directed,66825,,,0.121865
246420,314340,Directed,66826,,,0.260786
246420,272890,Directed,66827,,,0.003819
246420,356310,Directed,66828,,,0.00437
