Id,Label,timeset,modularity_class
246420,246420,,15
12180,12180,,0
311560,311560,,11
319510,319510,,17
691630,691630,,3
300380,300380,,1
393190,393190,,13
32460,32460,,12
91700,91700,,17
225000,225000,,2
204530,204530,,12
594650,594650,,7
404410,404410,,3
392110,392110,,15
744900,744900,,12
858210,858210,,15
225320,225320,,12
911400,911400,,15
779430,779430,,12
961440,961440,,12
719720,719720,,4
414340,414340,,7
12100,12100,,15
340,340,,15
640820,640820,,5
384680,384680,,15
21690,21690,,6
277590,277590,,15
280,280,,13
40390,40390,,15
354140,354140,,13
1049660,1049660,,15
812440,812440,,9
1070040,1070040,,15
668840,668840,,12
670290,670290,,15
890970,890970,,7
362490,362490,,9
256370,256370,,15
222480,222480,,15
223470,223470,,17
10090,10090,,15
520940,520940,,15
224980,224980,,13
760630,760630,,15
290930,290930,,15
306020,306020,,15
220,220,,15
3590,3590,,15
514900,514900,,17
3910,3910,,7
502720,502720,,12
8140,8140,,12
431730,431730,,15
747250,747250,,8
343780,343780,,15
647960,647960,,15
406970,406970,,3
447530,447530,,9
438740,438740,,12
227940,227940,,13
343990,343990,,15
261980,261980,,15
590950,590950,,15
1054580,1054580,,15
289650,289650,,15
312280,312280,,15
528110,528110,,12
130,130,,15
661940,661940,,15
385760,385760,,12
339610,339610,,12
603700,603700,,12
7520,7520,,3
12170,12170,,3
663390,663390,,15
730,730,,15
518790,518790,,15
388410,388410,,7
462200,462200,,12
211260,211260,,3
487770,487770,,13
454140,454140,,15
271590,271590,,15
841370,841370,,15
4570,4570,,12
359220,359220,,15
602960,602960,,12
948630,948630,,15
10,10,,13
1057720,1057720,,12
418370,418370,,15
208480,208480,,15
555440,555440,,7
240,240,,15
397900,397900,,15
470220,470220,,13
1096010,1096010,,15
400630,400630,,15
252330,252330,,15
601430,601430,,15
299500,299500,,17
368500,368500,,3
3900,3900,,10
865090,865090,,15
394360,394360,,12
12110,12110,,13
458710,458710,,15
416000,416000,,15
390030,390030,,15
42700,42700,,3
420,420,,15
588750,588750,,12
535700,535700,,12
8930,8930,,15
417750,417750,,17
967050,967050,,13
958260,958260,,15
537630,537630,,15
405500,405500,,15
641080,641080,,15
70620,70620,,15
401680,401680,,12
50,50,,15
296490,296490,,11
360430,360430,,15
360,360,,3
359550,359550,,15
243450,243450,,12
331600,331600,,12
458830,458830,,15
596650,596650,,15
400800,400800,,17
15100,15100,,15
831250,831250,,12
224960,224960,,12
381210,381210,,12
314340,314340,,13
272890,272890,,15
356310,356310,,15
530620,530620,,14
221040,221040,,15
906870,906870,,12
242050,242050,,15
819630,819630,,15
233410,233410,,12
381590,381590,,15
225300,225300,,13
70,70,,13
55140,55140,,15
663370,663370,,15
203160,203160,,17
388090,388090,,10
251430,251430,,15
513650,513650,,15
320,320,,3
250520,250520,,12
466270,466270,,15
894940,894940,,15
20920,20920,,7
619930,619930,,15
951740,951740,,15
812140,812140,,15
814380,814380,,7
489940,489940,,15
287290,287290,,9
819080,819080,,13
260210,260210,,15
452570,452570,,15
383120,383120,,15
463350,463350,,15
105600,105600,,15
335620,335620,,12
283040,283040,,12
291480,291480,,15
8800,8800,,13
610310,610310,,15
99910,99910,,15
1089350,1089350,,17
485510,485510,,3
838390,838390,,12
201790,201790,,9
354200,354200,,15
851940,851940,,12
506610,506610,,15
298630,298630,,15
834910,834910,,15
693960,693960,,15
268870,268870,,7
336150,336150,,12
431240,431240,,15
774171,774171,,15
517630,517630,,16
513710,513710,,12
65800,65800,,3
571740,571740,,15
883710,883710,,15
718590,718590,,15
880470,880470,,12
496790,496790,,15
225020,225020,,15
550650,550650,,12
552500,552500,,15
582160,582160,,15
599460,599460,,15
48190,48190,,15
460950,460950,,15
346470,346470,,12
22490,22490,,12
521580,521580,,15
630,630,,15
33230,33230,,15
802320,802320,,15
282800,282800,,15
201870,201870,,15
286160,286160,,13
209100,209100,,12
304240,304240,,12
434460,434460,,15
339340,339340,,9
643590,643590,,15
7000,7000,,12
32360,32360,,15
334940,334940,,15
281990,281990,,15
378540,378540,,15
726590,726590,,13
380,380,,10
552990,552990,,15
218230,218230,,3
668430,668430,,15
265300,265300,,3
254700,254700,,3
240600,240600,,15
255520,255520,,17
8000,8000,,13
362830,362830,,15
33930,33930,,3
277430,277430,,15
550,550,,17
636070,636070,,3
661790,661790,,3
755500,755500,,15
17570,17570,,15
877180,877180,,15
1072610,1072610,,15
587650,587650,,15
345660,345660,,15
228300,228300,,13
365020,365020,,10
1079420,1079420,,12
626610,626610,,15
296200,296200,,15
550840,550840,,12
20900,20900,,15
711540,711540,,15
332800,332800,,13
679990,679990,,12
12120,12120,,18
