id,group,price,company,date,tag,ser_id,discount,Name,Positive,Negative,Rating,Current,24h Peak,All-Time Peak
679990,84,0.0,Future Games Select,2017,4667,6,0.0,Half-Life: C.A.G.E.D.,"1,646",153,0.8715,5,8,275
691630,54,7.99,Satur Entertainment,2017,1755,0,0.0,STELLATUM,92,41,0.6478,,,
693960,8,14.99,Horus Games,2019,198913,0,0.0,Just Ride,65,25,0.6651,4,7,23
711540,8,0.0,0,2019,123332,0,0.0,,,,,,,
718590,71,19.99,The Arcade Crew,2019,4604,0,1.0,Dark Devotion,524,152,0.7365,18,59,512
719720,10,0.0,upjers,2018,1681,0,0.0,League of Pirates,23,25,0.48560000000000003,,,
726590,36,29.99,2K,2018,1746,0,0.0,NBA 2K Playgrounds 2,231,97,0.6686,19,53,235
744900,23,0.0,Creaky Corpse Ltd,2019,4345,0,0.0,Dead Frontier 2,"4,897","2,349",0.6637000000000001,44,84,"10,101"
744900,23,0.0,Creaky Corpse Ltd,2019,3978,0,0.0,Dead Frontier 2,"4,897","2,349",0.6637000000000001,44,84,"10,101"
747250,23,0.0,Chuck Wilson,2012,4667,6,0.0,Half-Life 2: Year Long Alarm,364,27,0.8595,,,
755500,8,59.99,BANDAI NAMCO Entertainment,2019,1681,0,1.0,ONE PIECE World Seeker,295,196,0.5852,49,54,"1,233"
760630,8,29.99,Mana Games,2019,5914,0,0.0,Tennis Elbow Manager 2,32,2,0.7898999999999999,25,71,90
774171,8,2.99,X.D. Network Inc.,2019,4726,0,1.0,Muse Dash,"5,444",96,0.9466,629,"1,013","2,853"
779430,28,24.99,Whippering,2018,5914,0,0.0,Full Ace Tennis Simulator,98,16,0.7734000000000001,1,16,52
802320,74,14.99,Appnori Inc.,2018,5914,0,0.0,Tennis Kings VR,1,2,0.44310000000000005,,,
812140,8,59.99,Ubisoft,2018,4667,2,1.0,Assassin's Creed Odyssey,"27,458","5,034",0.8299,"8,113","14,139","62,069"
812440,15,0.0,0,2019,4667,6,0.0,,,,,,,
814380,56,59.99,Activision (Excluding Japan and Asia),2019,4667,0,1.0,Sekiro™: Shadows Die Twice,"30,500","3,422",0.8819,"2,962","5,004","125,315"
819080,58,4.99,Burning Asphalt Group,2018,123332,0,0.0,Moto Racing 3D,0,3,0.32939999999999997,,,
819630,49,9.99,Namo Gamo,2018,1746,0,0.0,Basketball Classics,38,3,0.7883,,,
831250,43,2.99,Gamesandapps,2018,17927,0,0.0,Maxi Pool Masters VR,7,2,0.6389,,,
834910,8,29.99,Grapeshot Games,2018,1681,0,0.0,ATLAS,"9,458","16,907",0.3653,"1,616","3,666","58,939"
838390,23,0.5,Anatoliy Loginovskikh,2018,4667,0,0.0,Merry Glade,114,2,0.8676,,,
841370,8,59.99,2K,2018,1746,0,0.0,NBA 2K19,"5,606","10,344",0.35950000000000004,"15,553","25,633","29,202"
851940,64,5.99,dev4play,2018,198913,0,0.0,Dirt Bike Insanity,3,5,0.4395,,,
858210,8,12.74,Pixeljam,2019,1755,0,0.0,Nova Drift,537,4,0.9186,34,65,251
865090,8,0.59,Oppai Reveal Studios,2018,5611,0,1.0,AHEGAL,539,68,0.8316,1,4,149
865090,8,0.59,Oppai Reveal Studios,2018,5611,0,1.0,AHEGAL,539,68,0.8316,1,4,149
877180,8,0.99,Right Games,2018,4726,0,0.0,Candy,3,0,0.6706,,,
880470,28,24.99,Umix Studios,2018,1746,0,0.0,Pro Basketball Manager 2019,17,13,0.5429999999999999,1,8,24
883710,70,59.99,"CAPCOM Co., Ltd.",2019,3978,7,1.0,RESIDENT EVIL 2 / BIOHAZARD RE:2,"29,040","1,167",0.9407,802,"1,232","74,227"
890970,17,2.99,Breaking Dimensions,2018,3978,0,0.0,Oakwood,72,18,0.7228,,,
894940,70,14.99,SmashGames,2019,3964,0,0.0,Littlewood,333,8,0.8943000000000001,38,92,387
906870,48,0.0,Demibug,2019,6815,0,0.0,FurryFury,3,0,0.6706,23,23,23
911400,8,39.99,Ubisoft Entertainment,2019,4667,2,1.0,Assassin's Creed III Remastered,642,"1,224",0.3602,116,184,"3,561"
948630,8,0.59,LeonWaan Games,2018,5611,0,1.0,Hentai MineSweeper,504,84,0.8048000000000001,7,13,54
951740,8,6.99,PolyGryph Studios,2018,7038,0,0.0,Nice Shot! The Gun Golfing Game,32,3,0.7734000000000001,,,
958260,8,0.0,"KOEI TECMO GAMES CO., LTD.",2019,5611,0,0.0,DEAD OR ALIVE Xtreme Venus Vacation,"2,126",995,0.6651,"1,253","2,358","7,352"
961440,32,0.0,"CAPCOM Co., Ltd.",2019,3978,7,0.0,,,,,,,
967050,51,4.99,SKH Apps,2019,3978,0,1.0,Pacify,"2,585",341,0.8488,44,143,455
1049660,8,0.0,pg5-Studio,2019,3964,0,0.0,stein.world,131,96,0.5621,3,19,270
1054580,8,0.0,XiMiGua,2019,4726,0,0.0,,,,,,,
1057720,33,0.0,Breda University of Applied Sciences,2019,3978,0,0.0,Shattered Lights,95,6,0.8311,,,
1070040,8,3.99,LeonWaan Games,2019,5611,0,0.0,,,,,,,
1072610,8,14.99,FistikTech,2019,4726,0,0.0,,,,,,,
1079420,28,9.99,Kimble Games,2019,198913,0,0.0,Wheelie King VR,1,2,0.44310000000000005,,,
1089350,61,59.99,0,2019,1746,0,0.0,,,,,,,
1096010,8,0.99,LeonWaan Games,2019,5611,0,0.0,Hentai Sudoku,25,11,0.6289,,,
