Id,Label,timeset,modularity_class
246420,246420,,0
12180,12180,,1
311560,311560,,28
319510,319510,,2
691630,691630,,54
300380,300380,,70
393190,393190,,3
32460,32460,,4
91700,91700,,5
225000,225000,,70
204530,204530,,28
594650,594650,,6
404410,404410,,7
392110,392110,,8
744900,744900,,23
858210,858210,,8
225320,225320,,9
911400,911400,,8
779430,779430,,28
961440,961440,,32
719720,719720,,10
414340,414340,,11
12100,12100,,12
340,340,,8
640820,640820,,70
384680,384680,,70
21690,21690,,13
277590,277590,,70
280,280,,58
40390,40390,,70
354140,354140,,14
1049660,1049660,,8
812440,812440,,15
1070040,1070040,,8
668840,668840,,16
670290,670290,,8
890970,890970,,17
362490,362490,,18
256370,256370,,8
222480,222480,,19
223470,223470,,20
10090,10090,,8
520940,520940,,8
224980,224980,,58
760630,760630,,8
290930,290930,,8
306020,306020,,8
220,220,,8
3590,3590,,8
514900,514900,,21
3910,3910,,22
502720,502720,,33
8140,8140,,67
431730,431730,,8
747250,747250,,23
343780,343780,,8
647960,647960,,8
406970,406970,,24
447530,447530,,25
438740,438740,,26
227940,227940,,27
343990,343990,,8
261980,261980,,8
590950,590950,,8
1054580,1054580,,8
289650,289650,,8
312280,312280,,8
528110,528110,,28
130,130,,8
661940,661940,,8
385760,385760,,28
339610,339610,,23
603700,603700,,31
7520,7520,,29
12170,12170,,24
663390,663390,,8
730,730,,8
518790,518790,,8
388410,388410,,30
462200,462200,,41
211260,211260,,8
487770,487770,,58
454140,454140,,8
271590,271590,,70
841370,841370,,8
4570,4570,,31
359220,359220,,8
602960,602960,,32
948630,948630,,8
10,10,,58
1057720,1057720,,33
418370,418370,,70
208480,208480,,8
555440,555440,,56
240,240,,8
397900,397900,,8
470220,470220,,51
1096010,1096010,,8
400630,400630,,8
252330,252330,,8
601430,601430,,8
299500,299500,,34
368500,368500,,54
3900,3900,,35
865090,865090,,8
394360,394360,,28
12110,12110,,36
458710,458710,,8
416000,416000,,8
390030,390030,,8
42700,42700,,37
420,420,,8
588750,588750,,54
535700,535700,,41
8930,8930,,8
417750,417750,,38
967050,967050,,51
958260,958260,,8
537630,537630,,8
405500,405500,,8
641080,641080,,8
70620,70620,,8
401680,401680,,39
50,50,,70
296490,296490,,28
360430,360430,,8
360,360,,40
359550,359550,,8
243450,243450,,58
331600,331600,,41
458830,458830,,8
596650,596650,,71
400800,400800,,42
15100,15100,,8
831250,831250,,43
224960,224960,,28
381210,381210,,44
314340,314340,,45
272890,272890,,70
356310,356310,,48
530620,530620,,46
221040,221040,,47
906870,906870,,48
242050,242050,,8
819630,819630,,49
233410,233410,,28
381590,381590,,8
225300,225300,,50
70,70,,51
55140,55140,,8
663370,663370,,8
203160,203160,,52
388090,388090,,53
251430,251430,,70
513650,513650,,8
320,320,,54
250520,250520,,67
466270,466270,,8
894940,894940,,70
20920,20920,,55
619930,619930,,8
951740,951740,,8
812140,812140,,8
814380,814380,,56
489940,489940,,8
287290,287290,,57
819080,819080,,58
260210,260210,,8
452570,452570,,8
383120,383120,,8
463350,463350,,59
105600,105600,,8
335620,335620,,23
283040,283040,,41
291480,291480,,8
8800,8800,,60
610310,610310,,70
99910,99910,,8
1089350,1089350,,61
485510,485510,,62
838390,838390,,23
201790,201790,,63
354200,354200,,70
851940,851940,,64
506610,506610,,65
298630,298630,,8
834910,834910,,8
693960,693960,,8
268870,268870,,66
336150,336150,,67
431240,431240,,68
774171,774171,,8
517630,517630,,70
513710,513710,,69
65800,65800,,54
571740,571740,,8
883710,883710,,70
718590,718590,,71
880470,880470,,28
496790,496790,,8
225020,225020,,8
550650,550650,,72
552500,552500,,71
582160,582160,,70
599460,599460,,8
48190,48190,,8
460950,460950,,12
346470,346470,,28
22490,22490,,39
521580,521580,,8
630,630,,73
33230,33230,,8
802320,802320,,74
282800,282800,,8
201870,201870,,70
286160,286160,,58
209100,209100,,48
304240,304240,,75
434460,434460,,8
339340,339340,,76
643590,643590,,8
7000,7000,,77
32360,32360,,24
334940,334940,,8
281990,281990,,8
378540,378540,,8
726590,726590,,36
380,380,,51
552990,552990,,8
218230,218230,,24
668430,668430,,8
265300,265300,,37
254700,254700,,54
240600,240600,,8
255520,255520,,78
8000,8000,,79
362830,362830,,8
33930,33930,,54
277430,277430,,8
550,550,,80
636070,636070,,24
661790,661790,,81
755500,755500,,8
17570,17570,,70
877180,877180,,8
1072610,1072610,,8
587650,587650,,8
345660,345660,,8
228300,228300,,58
365020,365020,,82
1079420,1079420,,28
626610,626610,,8
296200,296200,,8
550840,550840,,28
20900,20900,,8
711540,711540,,8
332800,332800,,83
679990,679990,,84
12120,12120,,85
