Id,Label,timeset,modularity_class
246420,246420,,0
12180,12180,,15
311560,311560,,58
319510,319510,,1
691630,691630,,2
300380,300380,,15
393190,393190,,3
32460,32460,,4
91700,91700,,5
225000,225000,,12
204530,204530,,58
594650,594650,,6
404410,404410,,7
392110,392110,,15
744900,744900,,38
858210,858210,,12
225320,225320,,8
911400,911400,,12
779430,779430,,58
961440,961440,,9
719720,719720,,10
414340,414340,,11
12100,12100,,59
340,340,,12
640820,640820,,13
384680,384680,,12
21690,21690,,14
277590,277590,,15
280,280,,35
40390,40390,,15
354140,354140,,35
1049660,1049660,,16
812440,812440,,17
1070040,1070040,,12
668840,668840,,18
670290,670290,,15
890970,890970,,19
362490,362490,,20
256370,256370,,47
222480,222480,,21
223470,223470,,22
10090,10090,,59
520940,520940,,59
224980,224980,,73
760630,760630,,59
290930,290930,,59
306020,306020,,59
220,220,,59
3590,3590,,59
514900,514900,,23
3910,3910,,19
502720,502720,,24
8140,8140,,58
431730,431730,,59
747250,747250,,38
343780,343780,,59
647960,647960,,59
406970,406970,,25
447530,447530,,26
438740,438740,,27
227940,227940,,35
343990,343990,,59
261980,261980,,59
590950,590950,,59
1054580,1054580,,59
289650,289650,,59
312280,312280,,59
528110,528110,,58
130,130,,59
661940,661940,,59
385760,385760,,28
339610,339610,,38
603700,603700,,30
7520,7520,,2
12170,12170,,29
663390,663390,,59
730,730,,15
518790,518790,,59
388410,388410,,19
462200,462200,,48
211260,211260,,15
487770,487770,,69
454140,454140,,59
271590,271590,,48
841370,841370,,59
4570,4570,,30
359220,359220,,59
602960,602960,,61
948630,948630,,59
10,10,,73
1057720,1057720,,39
418370,418370,,48
208480,208480,,59
555440,555440,,49
240,240,,59
397900,397900,,59
470220,470220,,35
1096010,1096010,,59
400630,400630,,59
252330,252330,,59
601430,601430,,59
299500,299500,,31
368500,368500,,2
3900,3900,,32
865090,865090,,59
394360,394360,,39
12110,12110,,69
458710,458710,,59
416000,416000,,59
390030,390030,,59
42700,42700,,67
420,420,,59
588750,588750,,33
535700,535700,,39
8930,8930,,59
417750,417750,,34
967050,967050,,35
958260,958260,,59
537630,537630,,59
405500,405500,,59
641080,641080,,59
70620,70620,,59
401680,401680,,62
50,50,,48
296490,296490,,58
360430,360430,,59
360,360,,36
359550,359550,,59
243450,243450,,58
331600,331600,,39
458830,458830,,59
596650,596650,,40
400800,400800,,37
15100,15100,,59
831250,831250,,38
224960,224960,,39
381210,381210,,40
314340,314340,,41
272890,272890,,48
356310,356310,,48
530620,530620,,42
221040,221040,,43
906870,906870,,61
242050,242050,,59
819630,819630,,59
233410,233410,,39
381590,381590,,59
225300,225300,,44
70,70,,35
55140,55140,,59
663370,663370,,59
203160,203160,,45
388090,388090,,46
251430,251430,,47
513650,513650,,59
320,320,,2
250520,250520,,58
466270,466270,,59
894940,894940,,48
20920,20920,,19
619930,619930,,59
951740,951740,,59
812140,812140,,59
814380,814380,,49
489940,489940,,59
287290,287290,,50
819080,819080,,73
260210,260210,,59
452570,452570,,59
383120,383120,,59
463350,463350,,51
105600,105600,,59
335620,335620,,61
283040,283040,,39
291480,291480,,59
8800,8800,,73
610310,610310,,15
99910,99910,,59
1089350,1089350,,52
485510,485510,,53
838390,838390,,4
201790,201790,,54
354200,354200,,39
851940,851940,,55
506610,506610,,56
298630,298630,,59
834910,834910,,59
693960,693960,,59
268870,268870,,57
336150,336150,,58
431240,431240,,15
774171,774171,,59
517630,517630,,59
513710,513710,,75
65800,65800,,2
571740,571740,,59
883710,883710,,15
718590,718590,,60
880470,880470,,39
496790,496790,,59
225020,225020,,59
550650,550650,,61
552500,552500,,48
582160,582160,,15
599460,599460,,59
48190,48190,,59
460950,460950,,63
346470,346470,,39
22490,22490,,62
521580,521580,,59
630,630,,63
33230,33230,,59
802320,802320,,48
282800,282800,,59
201870,201870,,48
286160,286160,,73
209100,209100,,67
304240,304240,,39
434460,434460,,59
339340,339340,,64
643590,643590,,59
7000,7000,,65
32360,32360,,15
334940,334940,,59
281990,281990,,59
378540,378540,,59
726590,726590,,73
380,380,,35
552990,552990,,59
218230,218230,,66
668430,668430,,15
265300,265300,,67
254700,254700,,2
240600,240600,,59
255520,255520,,68
8000,8000,,69
362830,362830,,59
33930,33930,,2
277430,277430,,59
550,550,,70
636070,636070,,2
661790,661790,,71
755500,755500,,59
17570,17570,,48
877180,877180,,59
1072610,1072610,,59
587650,587650,,59
345660,345660,,59
228300,228300,,73
365020,365020,,72
1079420,1079420,,8
626610,626610,,59
296200,296200,,59
550840,550840,,73
20900,20900,,59
711540,711540,,59
332800,332800,,74
679990,679990,,75
12120,12120,,59
