Id,Label,timeset,modularity_class
246420,246420,,6
12180,12180,,0
311560,311560,,10
319510,319510,,12
691630,691630,,18
300380,300380,,0
393190,393190,,0
32460,32460,,10
91700,91700,,12
225000,225000,,6
204530,204530,,10
594650,594650,,1
404410,404410,,2
392110,392110,,0
744900,744900,,11
858210,858210,,6
225320,225320,,13
911400,911400,,6
779430,779430,,10
961440,961440,,11
719720,719720,,7
414340,414340,,3
12100,12100,,7
340,340,,6
640820,640820,,4
384680,384680,,6
21690,21690,,5
277590,277590,,0
280,280,,13
40390,40390,,0
354140,354140,,13
1049660,1049660,,6
812440,812440,,16
1070040,1070040,,6
668840,668840,,11
670290,670290,,0
890970,890970,,18
362490,362490,,9
256370,256370,,0
222480,222480,,7
223470,223470,,12
10090,10090,,7
520940,520940,,7
224980,224980,,13
760630,760630,,7
290930,290930,,7
306020,306020,,7
220,220,,7
3590,3590,,7
514900,514900,,12
3910,3910,,18
502720,502720,,8
8140,8140,,10
431730,431730,,7
747250,747250,,11
343780,343780,,7
647960,647960,,7
406970,406970,,18
447530,447530,,9
438740,438740,,10
227940,227940,,13
343990,343990,,7
261980,261980,,7
590950,590950,,7
1054580,1054580,,7
289650,289650,,7
312280,312280,,7
528110,528110,,10
130,130,,7
661940,661940,,7
385760,385760,,13
339610,339610,,11
603700,603700,,13
7520,7520,,18
12170,12170,,18
663390,663390,,7
730,730,,0
518790,518790,,7
388410,388410,,18
462200,462200,,11
211260,211260,,0
487770,487770,,13
454140,454140,,7
271590,271590,,11
841370,841370,,7
4570,4570,,13
359220,359220,,7
602960,602960,,11
948630,948630,,7
10,10,,13
1057720,1057720,,10
418370,418370,,11
208480,208480,,7
555440,555440,,18
240,240,,7
397900,397900,,7
470220,470220,,13
1096010,1096010,,7
400630,400630,,7
252330,252330,,7
601430,601430,,7
299500,299500,,12
368500,368500,,18
3900,3900,,20
865090,865090,,7
394360,394360,,10
12110,12110,,13
458710,458710,,7
416000,416000,,7
390030,390030,,7
42700,42700,,18
420,420,,7
588750,588750,,18
535700,535700,,10
8930,8930,,7
417750,417750,,12
967050,967050,,13
958260,958260,,7
537630,537630,,7
405500,405500,,7
641080,641080,,7
70620,70620,,7
401680,401680,,13
50,50,,11
296490,296490,,10
360430,360430,,7
360,360,,12
359550,359550,,7
243450,243450,,10
331600,331600,,10
458830,458830,,7
596650,596650,,18
400800,400800,,12
15100,15100,,7
831250,831250,,12
224960,224960,,10
381210,381210,,11
314340,314340,,10
272890,272890,,11
356310,356310,,11
530620,530620,,16
221040,221040,,14
906870,906870,,11
242050,242050,,7
819630,819630,,7
233410,233410,,10
381590,381590,,7
225300,225300,,20
70,70,,13
55140,55140,,7
663370,663370,,7
203160,203160,,12
388090,388090,,20
251430,251430,,11
513650,513650,,7
320,320,,18
250520,250520,,10
466270,466270,,7
894940,894940,,11
20920,20920,,18
619930,619930,,7
951740,951740,,7
812140,812140,,7
814380,814380,,18
489940,489940,,7
287290,287290,,9
819080,819080,,13
260210,260210,,7
452570,452570,,7
383120,383120,,7
463350,463350,,11
105600,105600,,7
335620,335620,,11
283040,283040,,10
291480,291480,,7
8800,8800,,13
610310,610310,,0
99910,99910,,7
1089350,1089350,,12
485510,485510,,18
838390,838390,,10
201790,201790,,9
354200,354200,,10
851940,851940,,13
506610,506610,,14
298630,298630,,7
834910,834910,,7
693960,693960,,7
268870,268870,,18
336150,336150,,10
431240,431240,,0
774171,774171,,7
517630,517630,,0
513710,513710,,10
65800,65800,,18
571740,571740,,7
883710,883710,,0
718590,718590,,15
880470,880470,,10
496790,496790,,7
225020,225020,,7
550650,550650,,11
552500,552500,,11
582160,582160,,0
599460,599460,,7
48190,48190,,7
460950,460950,,7
346470,346470,,10
22490,22490,,13
521580,521580,,7
630,630,,7
33230,33230,,7
802320,802320,,11
282800,282800,,7
201870,201870,,11
286160,286160,,13
209100,209100,,18
304240,304240,,10
434460,434460,,7
339340,339340,,16
643590,643590,,7
7000,7000,,13
32360,32360,,0
334940,334940,,7
281990,281990,,7
378540,378540,,7
726590,726590,,13
380,380,,13
552990,552990,,7
218230,218230,,18
668430,668430,,0
265300,265300,,18
254700,254700,,18
240600,240600,,7
255520,255520,,17
8000,8000,,13
362830,362830,,7
33930,33930,,18
277430,277430,,7
550,550,,12
636070,636070,,18
661790,661790,,19
755500,755500,,7
17570,17570,,11
877180,877180,,7
1072610,1072610,,7
587650,587650,,7
345660,345660,,7
228300,228300,,13
365020,365020,,20
1079420,1079420,,13
626610,626610,,7
296200,296200,,7
550840,550840,,13
20900,20900,,7
711540,711540,,7
332800,332800,,21
679990,679990,,10
12120,12120,,7
