Id,Label,timeset,modularity_class
246420,246420,,6
12180,12180,,6
311560,311560,,12
319510,319510,,7
691630,691630,,7
300380,300380,,6
393190,393190,,0
32460,32460,,12
91700,91700,,7
225000,225000,,6
204530,204530,,12
594650,594650,,1
404410,404410,,2
392110,392110,,6
744900,744900,,12
858210,858210,,6
225320,225320,,12
911400,911400,,6
779430,779430,,12
961440,961440,,12
719720,719720,,6
414340,414340,,3
12100,12100,,6
340,340,,6
640820,640820,,6
384680,384680,,6
21690,21690,,4
277590,277590,,6
280,280,,12
40390,40390,,6
354140,354140,,12
1049660,1049660,,6
812440,812440,,9
1070040,1070040,,6
668840,668840,,12
670290,670290,,6
890970,890970,,7
362490,362490,,12
256370,256370,,6
222480,222480,,8
223470,223470,,7
10090,10090,,6
520940,520940,,6
224980,224980,,12
760630,760630,,6
290930,290930,,6
306020,306020,,6
220,220,,6
3590,3590,,6
514900,514900,,7
3910,3910,,7
502720,502720,,5
8140,8140,,12
431730,431730,,6
747250,747250,,12
343780,343780,,6
647960,647960,,6
406970,406970,,6
447530,447530,,12
438740,438740,,12
227940,227940,,12
343990,343990,,6
261980,261980,,6
590950,590950,,6
1054580,1054580,,6
289650,289650,,6
312280,312280,,6
528110,528110,,12
130,130,,6
661940,661940,,6
385760,385760,,12
339610,339610,,12
603700,603700,,12
7520,7520,,7
12170,12170,,6
663390,663390,,6
730,730,,6
518790,518790,,6
388410,388410,,7
462200,462200,,12
211260,211260,,7
487770,487770,,12
454140,454140,,6
271590,271590,,12
841370,841370,,6
4570,4570,,12
359220,359220,,6
602960,602960,,12
948630,948630,,6
10,10,,12
1057720,1057720,,12
418370,418370,,6
208480,208480,,6
555440,555440,,7
240,240,,6
397900,397900,,6
470220,470220,,12
1096010,1096010,,6
400630,400630,,6
252330,252330,,6
601430,601430,,6
299500,299500,,7
368500,368500,,7
3900,3900,,12
865090,865090,,6
394360,394360,,12
12110,12110,,12
458710,458710,,6
416000,416000,,6
390030,390030,,6
42700,42700,,7
420,420,,6
588750,588750,,12
535700,535700,,12
8930,8930,,6
417750,417750,,7
967050,967050,,12
958260,958260,,6
537630,537630,,6
405500,405500,,6
641080,641080,,6
70620,70620,,6
401680,401680,,12
50,50,,6
296490,296490,,6
360430,360430,,6
360,360,,7
359550,359550,,6
243450,243450,,12
331600,331600,,12
458830,458830,,6
596650,596650,,6
400800,400800,,7
15100,15100,,6
831250,831250,,12
224960,224960,,12
381210,381210,,7
314340,314340,,12
272890,272890,,6
356310,356310,,6
530620,530620,,9
221040,221040,,8
906870,906870,,12
242050,242050,,6
819630,819630,,6
233410,233410,,12
381590,381590,,6
225300,225300,,12
70,70,,12
55140,55140,,6
663370,663370,,6
203160,203160,,7
388090,388090,,12
251430,251430,,6
513650,513650,,6
320,320,,6
250520,250520,,12
466270,466270,,6
894940,894940,,6
20920,20920,,7
619930,619930,,6
951740,951740,,6
812140,812140,,6
814380,814380,,7
489940,489940,,6
287290,287290,,12
819080,819080,,12
260210,260210,,6
452570,452570,,6
383120,383120,,6
463350,463350,,6
105600,105600,,6
335620,335620,,12
283040,283040,,12
291480,291480,,6
8800,8800,,12
610310,610310,,6
99910,99910,,6
1089350,1089350,,7
485510,485510,,7
838390,838390,,7
201790,201790,,12
354200,354200,,6
851940,851940,,12
506610,506610,,8
298630,298630,,6
834910,834910,,6
693960,693960,,6
268870,268870,,7
336150,336150,,12
431240,431240,,6
774171,774171,,6
517630,517630,,6
513710,513710,,12
65800,65800,,7
571740,571740,,6
883710,883710,,6
718590,718590,,6
880470,880470,,12
496790,496790,,6
225020,225020,,6
550650,550650,,12
552500,552500,,6
582160,582160,,6
599460,599460,,6
48190,48190,,6
460950,460950,,6
346470,346470,,12
22490,22490,,12
521580,521580,,6
630,630,,6
33230,33230,,6
802320,802320,,6
282800,282800,,6
201870,201870,,12
286160,286160,,12
209100,209100,,7
304240,304240,,12
434460,434460,,6
339340,339340,,9
643590,643590,,6
7000,7000,,12
32360,32360,,6
334940,334940,,6
281990,281990,,6
378540,378540,,6
726590,726590,,12
380,380,,12
552990,552990,,6
218230,218230,,6
668430,668430,,6
265300,265300,,7
254700,254700,,7
240600,240600,,6
255520,255520,,10
8000,8000,,12
362830,362830,,6
33930,33930,,7
277430,277430,,6
550,550,,7
636070,636070,,7
661790,661790,,11
755500,755500,,6
17570,17570,,12
877180,877180,,6
1072610,1072610,,6
587650,587650,,6
345660,345660,,6
228300,228300,,12
365020,365020,,12
1079420,1079420,,12
626610,626610,,6
296200,296200,,6
550840,550840,,12
20900,20900,,6
711540,711540,,6
332800,332800,,12
679990,679990,,12
12120,12120,,7
