Source,Target,Type,Id,Label,timeset,Weight
246420,12180,Directed,60180,,,0.053945
246420,311560,Directed,60181,,,0.220302
246420,319510,Directed,60182,,,0.34463
246420,691630,Directed,60183,,,0.14908
246420,300380,Directed,60184,,,0.055941
246420,393190,Directed,60185,,,0.645834
246420,32460,Directed,60186,,,0.220346
246420,91700,Directed,60187,,,0.318952
246420,225000,Directed,60188,,,0.054923
246420,204530,Directed,60189,,,0.220302
246420,594650,Directed,60190,,,0.528088
246420,404410,Directed,60191,,,0.31852
246420,392110,Directed,60192,,,0.051735
246420,744900,Directed,60193,,,0.194134
246420,858210,Directed,60194,,,0.054022
246420,225320,Directed,60195,,,0.31142
246420,911400,Directed,60196,,,0.0249
246420,779430,Directed,60197,,,0.220302
246420,961440,Directed,60198,,,0.183572
246420,719720,Directed,60199,,,0.037609
246420,414340,Directed,60200,,,0.381656
246420,12100,Directed,60201,,,0.110593
246420,340,Directed,60202,,,0.056043
246420,640820,Directed,60203,,,0.037609
246420,384680,Directed,60204,,,0.052268
246420,21690,Directed,60205,,,0.914249
246420,277590,Directed,60206,,,0.056966
246420,280,Directed,60207,,,0.485119
246420,40390,Directed,60208,,,0.111158
246420,354140,Directed,60209,,,0.487151
246420,1049660,Directed,60210,,,0.020899
246420,812440,Directed,60211,,,0.389591
246420,1070040,Directed,60212,,,0.122076
246420,668840,Directed,60213,,,0.163988
246420,670290,Directed,60214,,,0.053161
246420,890970,Directed,60215,,,0.314774
246420,362490,Directed,60216,,,0.319058
246420,256370,Directed,60217,,,0.051381
246420,222480,Directed,60218,,,0.189388
246420,223470,Directed,60219,,,0.386673
246420,10090,Directed,60220,,,0.053511
246420,520940,Directed,60221,,,0.055973
246420,224980,Directed,60222,,,0.348957
246420,760630,Directed,60223,,,0.055158
246420,290930,Directed,60224,,,0.055643
246420,306020,Directed,60225,,,0.053029
246420,220,Directed,60226,,,0.041911
246420,3590,Directed,60227,,,0.057189
246420,514900,Directed,60228,,,0.260251
246420,3910,Directed,60229,,,0.330657
246420,502720,Directed,60230,,,0.218769
246420,8140,Directed,60231,,,0.252162
246420,431730,Directed,60232,,,0.052973
246420,747250,Directed,60233,,,0.18968
246420,343780,Directed,60234,,,0.05457
246420,647960,Directed,60235,,,0.114662
246420,406970,Directed,60236,,,0.079864
246420,447530,Directed,60237,,,0.231747
246420,438740,Directed,60238,,,0.196021
246420,227940,Directed,60239,,,0.435937
246420,343990,Directed,60240,,,0.053295
246420,261980,Directed,60241,,,0.053308
246420,590950,Directed,60242,,,0.054831
246420,1054580,Directed,60243,,,0.02232
246420,289650,Directed,60244,,,0.056059
246420,312280,Directed,60245,,,0.055172
246420,528110,Directed,60246,,,0.220302
246420,130,Directed,60247,,,0.052888
246420,661940,Directed,60248,,,0.023676
246420,385760,Directed,60249,,,0.257432
246420,339610,Directed,60250,,,0.194134
246420,603700,Directed,60251,,,0.291322
246420,7520,Directed,60252,,,0.142142
246420,12170,Directed,60253,,,0.079864
246420,663390,Directed,60254,,,0.022034
246420,730,Directed,60255,,,0.021822
246420,518790,Directed,60256,,,0.022034
246420,388410,Directed,60257,,,0.284489
246420,462200,Directed,60258,,,0.161173
246420,211260,Directed,60259,,,0.187252
246420,487770,Directed,60260,,,0.397639
246420,454140,Directed,60261,,,0.022034
246420,271590,Directed,60262,,,0.128712
246420,841370,Directed,60263,,,0.022034
246420,4570,Directed,60264,,,0.291322
246420,359220,Directed,60265,,,0.022034
246420,602960,Directed,60266,,,0.169557
246420,948630,Directed,60267,,,0.022034
246420,10,Directed,60268,,,0.327987
246420,1057720,Directed,60269,,,0.161288
246420,418370,Directed,60270,,,0.086108
246420,208480,Directed,60271,,,0.022034
246420,555440,Directed,60272,,,0.394577
246420,240,Directed,60273,,,0.022034
246420,397900,Directed,60274,,,0.022034
246420,470220,Directed,60275,,,0.453495
246420,1096010,Directed,60276,,,0.022034
246420,400630,Directed,60277,,,0.022034
246420,252330,Directed,60278,,,0.022034
246420,601430,Directed,60279,,,0.022034
246420,299500,Directed,60280,,,0.286352
246420,368500,Directed,60281,,,0.122059
246420,3900,Directed,60282,,,0.475148
246420,865090,Directed,60283,,,0.022034
246420,394360,Directed,60284,,,0.162924
246420,12110,Directed,60285,,,0.397639
246420,458710,Directed,60286,,,0.022034
246420,416000,Directed,60287,,,0.022034
246420,390030,Directed,60288,,,0.022034
246420,42700,Directed,60289,,,0.212834
246420,420,Directed,60290,,,0.022034
246420,588750,Directed,60291,,,0.220584
246420,535700,Directed,60292,,,0.18662
246420,8930,Directed,60293,,,0.022034
246420,417750,Directed,60294,,,0.288159
246420,967050,Directed,60295,,,0.453495
246420,958260,Directed,60296,,,0.022034
246420,537630,Directed,60297,,,0.022034
246420,405500,Directed,60298,,,0.022034
246420,641080,Directed,60299,,,0.022034
246420,70620,Directed,60300,,,0.022034
246420,401680,Directed,60301,,,0.317495
246420,50,Directed,60302,,,0.111158
246420,296490,Directed,60303,,,0.113579
246420,360430,Directed,60304,,,0.022034
246420,360,Directed,60305,,,0.221111
246420,359550,Directed,60306,,,0.022034
246420,243450,Directed,60307,,,0.252162
246420,331600,Directed,60308,,,0.248427
246420,458830,Directed,60309,,,0.022034
246420,596650,Directed,60310,,,0.099106
246420,400800,Directed,60311,,,0.351394
246420,15100,Directed,60312,,,0.022034
246420,831250,Directed,60313,,,0.234869
246420,224960,Directed,60314,,,0.220302
246420,381210,Directed,60315,,,0.149812
246420,314340,Directed,60316,,,0.255242
246420,272890,Directed,60317,,,0.02712
246420,356310,Directed,60318,,,0.126594
246420,530620,Directed,60319,,,0.355481
246420,221040,Directed,60320,,,0.1977
246420,906870,Directed,60321,,,0.153254
246420,242050,Directed,60322,,,0.022034
246420,819630,Directed,60323,,,0.054447
246420,233410,Directed,60324,,,0.163268
246420,381590,Directed,60325,,,0.022034
246420,225300,Directed,60326,,,0.429863
246420,70,Directed,60327,,,0.435937
246420,55140,Directed,60328,,,0.022034
246420,663370,Directed,60329,,,0.022034
246420,203160,Directed,60330,,,0.25772
246420,388090,Directed,60331,,,0.481034
246420,251430,Directed,60332,,,0.111158
246420,513650,Directed,60333,,,0.022034
246420,320,Directed,60334,,,0.092762
246420,250520,Directed,60335,,,0.268203
246420,466270,Directed,60336,,,0.022034
246420,894940,Directed,60337,,,0.069926
246420,20920,Directed,60338,,,0.350146
246420,619930,Directed,60339,,,0.022034
246420,951740,Directed,60340,,,0.022034
246420,812140,Directed,60341,,,0.022034
246420,814380,Directed,60342,,,0.394577
246420,489940,Directed,60343,,,0.022034
246420,287290,Directed,60344,,,0.358177
246420,819080,Directed,60345,,,0.34896
246420,260210,Directed,60346,,,0.022034
246420,452570,Directed,60347,,,0.022034
246420,383120,Directed,60348,,,0.022034
246420,463350,Directed,60349,,,0.126232
246420,105600,Directed,60350,,,0.022034
246420,335620,Directed,60351,,,0.169557
246420,283040,Directed,60352,,,0.20278
246420,291480,Directed,60353,,,0.022034
246420,8800,Directed,60354,,,0.474992
246420,610310,Directed,60355,,,0.086108
246420,99910,Directed,60356,,,0.022034
246420,1089350,Directed,60357,,,0.331489
246420,485510,Directed,60358,,,0.23392
246420,838390,Directed,60359,,,0.173825
246420,201790,Directed,60360,,,0.278157
246420,354200,Directed,60361,,,0.086108
246420,851940,Directed,60362,,,0.379883
246420,506610,Directed,60363,,,0.248147
246420,298630,Directed,60364,,,0.022034
246420,834910,Directed,60365,,,0.022034
246420,693960,Directed,60366,,,0.022034
246420,268870,Directed,60367,,,0.291262
246420,336150,Directed,60368,,,0.268203
246420,431240,Directed,60369,,,0.006571
246420,774171,Directed,60370,,,0.022034
246420,517630,Directed,60371,,,0.057777
246420,513710,Directed,60372,,,0.259379
246420,65800,Directed,60373,,,0.298148
246420,571740,Directed,60374,,,0.022034
246420,883710,Directed,60375,,,0.057785
246420,718590,Directed,60376,,,0.057784
