Id,Label,timeset,modularity_class
246420,246420,,9
12180,12180,,9
311560,311560,,2
319510,319510,,2
691630,691630,,6
300380,300380,,9
393190,393190,,0
32460,32460,,2
91700,91700,,2
225000,225000,,8
204530,204530,,2
594650,594650,,6
404410,404410,,1
392110,392110,,9
744900,744900,,2
858210,858210,,9
225320,225320,,2
911400,911400,,8
779430,779430,,2
961440,961440,,2
719720,719720,,9
414340,414340,,3
12100,12100,,9
340,340,,9
640820,640820,,9
384680,384680,,9
21690,21690,,4
277590,277590,,9
280,280,,2
40390,40390,,9
354140,354140,,2
1049660,1049660,,9
812440,812440,,2
1070040,1070040,,9
668840,668840,,2
670290,670290,,9
890970,890970,,6
362490,362490,,2
256370,256370,,9
222480,222480,,9
223470,223470,,2
10090,10090,,9
520940,520940,,9
224980,224980,,5
760630,760630,,9
290930,290930,,9
306020,306020,,9
220,220,,9
3590,3590,,9
514900,514900,,6
3910,3910,,6
502720,502720,,2
8140,8140,,2
431730,431730,,9
747250,747250,,2
343780,343780,,9
647960,647960,,9
406970,406970,,9
447530,447530,,2
438740,438740,,2
227940,227940,,2
343990,343990,,7
261980,261980,,9
590950,590950,,9
1054580,1054580,,9
289650,289650,,9
312280,312280,,9
528110,528110,,2
130,130,,9
661940,661940,,9
385760,385760,,2
339610,339610,,2
603700,603700,,2
7520,7520,,9
12170,12170,,9
663390,663390,,9
730,730,,9
518790,518790,,8
388410,388410,,6
462200,462200,,2
211260,211260,,9
487770,487770,,2
454140,454140,,9
271590,271590,,9
841370,841370,,9
4570,4570,,2
359220,359220,,9
602960,602960,,2
948630,948630,,9
10,10,,2
1057720,1057720,,2
418370,418370,,9
208480,208480,,9
555440,555440,,6
240,240,,9
397900,397900,,9
470220,470220,,2
1096010,1096010,,9
400630,400630,,9
252330,252330,,9
601430,601430,,9
299500,299500,,2
368500,368500,,6
3900,3900,,2
865090,865090,,9
394360,394360,,2
12110,12110,,2
458710,458710,,9
416000,416000,,9
390030,390030,,9
42700,42700,,6
420,420,,9
588750,588750,,2
535700,535700,,2
8930,8930,,9
417750,417750,,2
967050,967050,,2
958260,958260,,9
537630,537630,,9
405500,405500,,9
641080,641080,,9
70620,70620,,9
401680,401680,,2
50,50,,9
296490,296490,,2
360430,360430,,9
360,360,,6
359550,359550,,9
243450,243450,,2
331600,331600,,2
458830,458830,,9
596650,596650,,9
400800,400800,,2
15100,15100,,9
831250,831250,,2
224960,224960,,2
381210,381210,,6
314340,314340,,2
272890,272890,,9
356310,356310,,9
530620,530620,,2
221040,221040,,9
906870,906870,,2
242050,242050,,9
819630,819630,,9
233410,233410,,2
381590,381590,,9
225300,225300,,2
70,70,,2
55140,55140,,9
663370,663370,,9
203160,203160,,2
388090,388090,,2
251430,251430,,9
513650,513650,,9
320,320,,6
250520,250520,,2
466270,466270,,9
894940,894940,,9
20920,20920,,6
619930,619930,,9
951740,951740,,9
812140,812140,,9
814380,814380,,6
489940,489940,,9
287290,287290,,2
819080,819080,,2
260210,260210,,9
452570,452570,,9
383120,383120,,9
463350,463350,,9
105600,105600,,9
335620,335620,,2
283040,283040,,2
291480,291480,,9
8800,8800,,2
610310,610310,,2
99910,99910,,9
1089350,1089350,,2
485510,485510,,6
838390,838390,,9
201790,201790,,2
354200,354200,,9
851940,851940,,2
506610,506610,,9
298630,298630,,9
834910,834910,,9
693960,693960,,9
268870,268870,,6
336150,336150,,2
431240,431240,,9
774171,774171,,9
517630,517630,,9
513710,513710,,2
65800,65800,,6
571740,571740,,9
883710,883710,,9
718590,718590,,6
880470,880470,,2
496790,496790,,9
225020,225020,,9
550650,550650,,2
552500,552500,,9
582160,582160,,9
599460,599460,,9
48190,48190,,9
460950,460950,,9
346470,346470,,9
22490,22490,,2
521580,521580,,9
630,630,,9
33230,33230,,9
802320,802320,,9
282800,282800,,9
201870,201870,,9
286160,286160,,2
209100,209100,,6
304240,304240,,2
434460,434460,,9
339340,339340,,2
643590,643590,,9
7000,7000,,2
32360,32360,,9
334940,334940,,9
281990,281990,,9
378540,378540,,9
726590,726590,,2
380,380,,2
552990,552990,,9
218230,218230,,9
668430,668430,,9
265300,265300,,9
254700,254700,,6
240600,240600,,9
255520,255520,,10
8000,8000,,2
362830,362830,,9
33930,33930,,6
277430,277430,,9
550,550,,2
636070,636070,,6
661790,661790,,11
755500,755500,,9
17570,17570,,9
877180,877180,,9
1072610,1072610,,9
587650,587650,,9
345660,345660,,9
228300,228300,,2
365020,365020,,2
1079420,1079420,,2
626610,626610,,9
296200,296200,,9
550840,550840,,2
20900,20900,,9
711540,711540,,9
332800,332800,,2
679990,679990,,2
12120,12120,,9
